team,pake,pase,wins,loss,w_percent,r64,r32,s16,e8,f4,f2,champ,top2,f4_percent,champ_percent,from,to
Butler,4.2,4.3,5,1,0.833,1,1,1,1,1,1,0,0,2,0,2011,2011
Connecticut,3.9,4.2,6,0,1,1,1,1,1,1,1,1,0,17,4,2011,2011
VCU,3.2,3.4,4,1,0.8,1,1,1,1,1,0,0,0,2,0,2011,2011
Kentucky,2.1,2.5,4,1,0.8,1,1,1,1,1,0,0,0,14,4,2011,2011
Arizona,1.7,1.9,3,1,0.75,1,1,1,1,0,0,0,0,5,0,2011,2011
Richmond,1.2,1.5,2,1,0.667,1,1,1,0,0,0,0,0,2,0,2011,2011
North Carolina,1.2,0.6,3,1,0.75,1,1,1,1,0,0,0,1,10,2,2011,2011
Marquette,1.1,1.4,2,1,0.667,1,1,1,0,0,0,0,0,2,0,2011,2011
Florida,1,0.6,3,1,0.75,1,1,1,1,0,0,0,1,14,2,2011,2011
Florida St.,1,1.4,2,1,0.667,1,1,1,0,0,0,0,0,3,0,2011,2011
Morehead St.,0.8,0.8,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2011,2011
Wisconsin,0.4,0.5,2,1,0.667,1,1,1,0,0,0,0,0,15,4,2011,2011
Kansas,0.3,-0.3,3,1,0.75,1,1,1,1,0,0,0,1,29,9,2011,2011
Kansas St.,0.3,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2011,2011
UCLA,0.3,0.1,1,1,0.5,1,1,0,0,0,0,0,0,1,0,2011,2011
Temple,0.2,0.1,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2011,2011
West Virginia,0.2,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2011,2011
George Mason,0.2,0.3,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2011,2011
Gonzaga,0.2,0.4,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2011,2011
BYU,0.1,0.2,2,1,0.667,1,1,1,0,0,0,0,0,15,3,2011,2011
Illinois,0.1,0.4,1,1,0.5,1,1,0,0,0,0,0,0,4,0,2011,2011
Michigan,0,0.3,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2011,2011
UTSA,0,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Boston University,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Northern Colorado,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Hampton,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
UNC Asheville,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Cincinnati,-0.1,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,4,0,2011,2011
Princeton,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Indiana St.,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
UC Santa Barbara,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Saint Peter's,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
LIU Brooklyn,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Bucknell,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Akron,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Memphis,-0.3,-0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Wofford,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
San Diego St.,-0.3,-0.4,2,1,0.667,1,1,1,0,0,0,0,1,20,5,2011,2011
Washington,-0.3,0.1,1,1,0.5,1,1,0,0,0,0,0,0,5,1,2011,2011
Oakland,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Tennessee,-0.4,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Georgia,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Missouri,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2011,2011
Villanova,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,1,0,2011,2011
UNLV,-0.6,-0.7,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Duke,-0.6,-1.3,2,1,0.667,1,1,1,0,0,0,0,1,26,7,2011,2011
Texas A&M,-0.6,-0.9,0,1,0,1,0,0,0,0,0,0,0,1,0,2011,2011
Belmont,-0.6,-0.3,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Penn St.,-0.7,-0.6,0,1,0,1,0,0,0,0,0,0,0,1,0,2011,2011
Old Dominion,-0.7,-0.6,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
St. John's,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Georgetown,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Vanderbilt,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Syracuse,-0.8,-0.8,1,1,0.5,1,1,0,0,0,0,0,0,9,1,2011,2011
Xavier,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,1,0,2011,2011
Clemson,-0.8,-0.5,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Michigan St.,-0.9,-0.6,0,1,0,1,0,0,0,0,0,0,0,2,0,2011,2011
Utah St.,-1,-0.5,0,1,0,1,0,0,0,0,0,0,0,4,0,2011,2011
Texas,-1,-0.5,1,1,0.5,1,1,0,0,0,0,0,0,17,4,2011,2011
Notre Dame,-1.1,-1.4,1,1,0.5,1,1,0,0,0,0,0,1,16,3,2011,2011
Purdue,-1.2,-0.8,1,1,0.5,1,1,0,0,0,0,0,0,17,4,2011,2011
Ohio St.,-1.4,-1.3,2,1,0.667,1,1,1,0,0,0,0,1,45,23,2011,2011
Pittsburgh,-1.6,-2.3,1,1,0.5,1,1,0,0,0,0,0,1,28,8,2011,2011
Louisville,-1.9,-1.5,0,1,0,1,0,0,0,0,0,0,0,13,2,2011,2011
Louisville,2.4,2.5,4,1,0.8,1,1,1,1,1,0,0,0,10,1,2012,2012
Kansas,2.3,2.6,5,1,0.833,1,1,1,1,1,1,0,1,33,9,2012,2012
Kentucky,2.3,2.7,6,0,1,1,1,1,1,1,1,1,1,54,27,2012,2012
Florida,1.6,2.1,3,1,0.75,1,1,1,1,0,0,0,0,9,1,2012,2012
Ohio,1.4,1.8,2,1,0.667,1,1,1,0,0,0,0,0,1,0,2012,2012
Xavier,1.2,1.4,2,1,0.667,1,1,1,0,0,0,0,0,1,0,2012,2012
North Carolina St.,1.1,1.4,2,1,0.667,1,1,1,0,0,0,0,0,2,0,2012,2012
Baylor,1.1,1.2,3,1,0.75,1,1,1,1,0,0,0,0,12,2,2012,2012
Ohio St.,1,1.6,4,1,0.8,1,1,1,1,1,0,0,1,38,14,2012,2012
Cincinnati,1,0.9,2,1,0.667,1,1,1,0,0,0,0,0,3,0,2012,2012
Norfolk St.,0.9,0.9,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2012,2012
Syracuse,0.6,-0.3,3,1,0.75,1,1,1,1,0,0,0,1,22,6,2012,2012
North Carolina,0.6,-0.3,3,1,0.75,1,1,1,1,0,0,0,1,25,5,2012,2012
Indiana,0.5,0.5,2,1,0.667,1,1,1,0,0,0,0,0,8,2,2012,2012
VCU,0.5,0.5,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2012,2012
Colorado,0.5,0.4,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2012,2012
Lehigh,0.5,0.9,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2012,2012
Marquette,0.4,0.2,2,1,0.667,1,1,1,0,0,0,0,0,9,1,2012,2012
Creighton,0.3,0.3,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2012,2012
Iowa St.,0.2,0.3,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2012,2012
Saint Louis,0.2,0.4,1,1,0.5,1,1,0,0,0,0,0,0,4,0,2012,2012
South Florida,0.1,0.5,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2012,2012
Wisconsin,0.1,0.5,2,1,0.667,1,1,1,0,0,0,0,0,13,3,2012,2012
Purdue,0.1,0.4,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2012,2012
Western Kentucky,0,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Gonzaga,0,0.1,1,1,0.5,1,1,0,0,0,0,0,0,4,0,2012,2012
Loyola MD,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Detroit,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
New Mexico,-0.1,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,4,0,2012,2012
UNC Asheville,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
LIU Brooklyn,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Kansas St.,-0.1,0.3,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2012,2012
Florida St.,-0.1,-0.8,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2012,2012
Vermont,-0.2,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Murray St.,-0.2,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2012,2012
Montana,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Vanderbilt,-0.3,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,6,1,2012,2012
Davidson,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
New Mexico St.,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Southern Miss,-0.4,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
BYU,-0.4,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
South Dakota St.,-0.4,-0.2,0,1,0,1,0,0,0,0,0,0,0,1,0,2012,2012
Colorado St.,-0.4,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Georgetown,-0.5,-0.8,1,1,0.5,1,1,0,0,0,0,0,0,11,1,2012,2012
Connecticut,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Harvard,-0.5,-0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
West Virginia,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Virginia,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,1,0,2012,2012
St. Bonaventure,-0.6,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Long Beach St.,-0.6,-0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,2012,2012
San Diego St.,-0.6,-1.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,2012
Michigan St.,-0.6,-1.3,2,1,0.667,1,1,1,0,0,0,0,1,30,9,2012,2012
Saint Mary's,-0.6,-0.9,0,1,0,1,0,0,0,0,0,0,0,1,0,2012,2012
Belmont,-0.6,-0.2,0,1,0,1,0,0,0,0,0,0,0,2,0,2012,2012
Temple,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2012,2012
Texas,-0.8,-0.6,0,1,0,1,0,0,0,0,0,0,0,2,0,2012,2012
Memphis,-0.9,-0.7,0,1,0,1,0,0,0,0,0,0,0,5,0,2012,2012
Alabama,-0.9,-0.6,0,1,0,1,0,0,0,0,0,0,0,3,0,2012,2012
Notre Dame,-0.9,-0.9,0,1,0,1,0,0,0,0,0,0,0,2,0,2012,2012
UNLV,-1,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2012,2012
Michigan,-1.2,-1.5,0,1,0,1,0,0,0,0,0,0,0,5,0,2012,2012
Wichita St.,-1.3,-1.1,0,1,0,1,0,0,0,0,0,0,0,6,1,2012,2012
Duke,-1.4,-2.4,0,1,0,1,0,0,0,0,0,0,1,5,0,2012,2012
Missouri,-2.1,-2.4,0,1,0,1,0,0,0,0,0,0,1,17,3,2012,2012
Wichita St.,3.3,3.4,4,1,0.8,1,1,1,1,1,0,0,0,4,0,2013,2013
Michigan,2.6,3.5,5,1,0.833,1,1,1,1,1,1,0,0,23,6,2013,2013
Louisville,2.3,2.7,6,0,1,1,1,1,1,1,1,1,1,51,28,2013,2013
Florida Gulf Coast,1.8,1.9,2,1,0.667,1,1,1,0,0,0,0,0,0,0,2013,2013
Syracuse,1.7,2.5,4,1,0.8,1,1,1,1,1,0,0,0,21,4,2013,2013
Marquette,1.6,1.2,3,1,0.75,1,1,1,1,0,0,0,0,8,0,2013,2013
La Salle,1.5,1.8,2,1,0.667,1,1,1,0,0,0,0,0,0,0,2013,2013
Oregon,1.2,1.5,2,1,0.667,1,1,1,0,0,0,0,0,1,0,2013,2013
Duke,0.8,0.6,3,1,0.75,1,1,1,1,0,0,0,1,15,4,2013,2013
Harvard,0.7,0.8,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2013,2013
Ohio St.,0.7,0.6,3,1,0.75,1,1,1,1,0,0,0,1,22,4,2013,2013
Temple,0.5,0.4,1,1,0.5,1,1,0,0,0,0,0,0,0,0,2013,2013
Arizona,0.5,0.9,2,1,0.667,1,1,1,0,0,0,0,0,9,1,2013,2013
Mississippi,0.4,0.5,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2013,2013
California,0.4,0.5,1,1,0.5,1,1,0,0,0,0,0,0,1,0,2013,2013
Colorado St.,0.4,0.3,1,1,0.5,1,1,0,0,0,0,0,0,1,0,2013,2013
Memphis,0.3,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,1,0,2013,2013
Minnesota,0.1,0.4,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
Iowa St.,0.1,0.4,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
San Diego St.,0.1,0.1,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2013,2013
Michigan St.,0.1,0.2,2,1,0.667,1,1,1,0,0,0,0,0,12,3,2013,2013
Florida,0.1,1.2,3,1,0.75,1,1,1,1,0,0,0,0,32,11,2013,2013
Illinois,0.1,0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
North Carolina,0.1,0.3,1,1,0.5,1,1,0,0,0,0,0,0,2,0,2013,2013
Butler,0,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
Creighton,0,0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
North Carolina A&T,0,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Albany,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Northwestern St.,-0.1,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
James Madison,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Southern,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Montana,-0.1,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Miami FL,-0.1,-0.4,2,1,0.667,1,1,1,0,0,0,0,1,16,2,2013,2013
VCU,-0.1,-0.1,1,1,0.5,1,1,0,0,0,0,0,0,3,0,2013,2013
Western Kentucky,-0.1,-0,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
South Dakota St.,-0.1,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Iona,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Pacific,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Valparaiso,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Kansas,-0.3,-1.3,2,1,0.667,1,1,1,0,0,0,0,1,18,4,2013,2013
New Mexico St.,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Akron,-0.4,-0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Davidson,-0.5,-0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Saint Louis,-0.5,-0.5,1,1,0.5,1,1,0,0,0,0,0,0,5,0,2013,2013
Cincinnati,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Belmont,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
UCLA,-0.5,-1.1,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Villanova,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Oklahoma,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,2013
Missouri,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,1,0,2013,2013
Bucknell,-0.7,-0.6,0,1,0,1,0,0,0,0,0,0,0,1,0,2013,2013
Notre Dame,-0.7,-0.9,0,1,0,1,0,0,0,0,0,0,0,2,0,2013,2013
UNLV,-0.8,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2013,2013
Indiana,-0.8,-1.3,2,1,0.667,1,1,1,0,0,0,0,1,34,9,2013,2013
Colorado,-0.8,-0.6,0,1,0,1,0,0,0,0,0,0,0,2,0,2013,2013
North Carolina St.,-0.9,-0.7,0,1,0,1,0,0,0,0,0,0,0,3,0,2013,2013
Saint Mary's,-0.9,-0.6,0,1,0,1,0,0,0,0,0,0,0,2,0,2013,2013
Oklahoma St.,-0.9,-1.1,0,1,0,1,0,0,0,0,0,0,0,2,0,2013,2013
Pittsburgh,-1.1,-0.7,0,1,0,1,0,0,0,0,0,0,0,8,1,2013,2013
Kansas St.,-1.1,-1.5,0,1,0,1,0,0,0,0,0,0,0,4,0,2013,2013
Wisconsin,-1.3,-1.1,0,1,0,1,0,0,0,0,0,0,0,9,1,2013,2013
Gonzaga,-1.4,-2.3,1,1,0.5,1,1,0,0,0,0,0,1,25,6,2013,2013
